Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_ELS_desc;We've had a good run, but it's time to end our rulership of El Salvador: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GUA_title;Grant Guatemala Independence;;;;;;;;;;;;;
gtfo_GUA_desc;We've had a good run, but it's time to end our rulership of Guatemala: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAI_title;Grant Haiti Independence;;;;;;;;;;;;;
gtfo_HAI_desc;We've had a good run, but it's time to end our rulership of Haiti: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAW_title;Grant Hawaii Independence;;;;;;;;;;;;;
gtfo_HAW_desc;We've had a good run, but it's time to end our rulership of Hawaii: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MEX_title;Grant Mexico Independence;;;;;;;;;;;;;
gtfo_MEX_desc;We've had a good run, but it's time to end our rulership of Mexico: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MTC_title;Grant Metis Confederacy Independence;;;;;;;;;;;;;
gtfo_MTC_desc;We've had a good run, but it's time to end our rulership of Metis Confederacy: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HON_title;Grant Honduras Independence;;;;;;;;;;;;;
gtfo_HON_desc;We've had a good run, but it's time to end our rulership of Honduras: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NEN_title;Grant New England Independence;;;;;;;;;;;;;
gtfo_NEN_desc;We've had a good run, but it's time to end our rulership of New England: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NEW_title;Grant Newfoundland Independence;;;;;;;;;;;;;
gtfo_NEW_desc;We've had a good run, but it's time to end our rulership of Newfoundland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NIC_title;Grant Nicaragua Independence;;;;;;;;;;;;;
gtfo_NIC_desc;We've had a good run, but it's time to end our rulership of Nicaragua: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PNM_title;Grant Panama Independence;;;;;;;;;;;;;
gtfo_PNM_desc;We've had a good run, but it's time to end our rulership of Panama: if you love something, let it go!;;;;;;;;;;;;;
gtfo_QUE_title;Grant Quebec Independence;;;;;;;;;;;;;
gtfo_QUE_desc;We've had a good run, but it's time to end our rulership of Quebec: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TEX_title;Grant Texas Independence;;;;;;;;;;;;;
gtfo_TEX_desc;We've had a good run, but it's time to end our rulership of Texas: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UCA_title;Grant United States of Central America Independence;;;;;;;;;;;;;
gtfo_UCA_desc;We've had a good run, but it's time to end our rulership of United States of Central America: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ARG_title;Grant Argentina Independence;;;;;;;;;;;;;
gtfo_ARG_desc;We've had a good run, but it's time to end our rulership of Argentina: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BOL_title;Grant Bolivia Independence;;;;;;;;;;;;;
gtfo_BOL_desc;We've had a good run, but it's time to end our rulership of Bolivia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BRZ_title;Grant Brazil Independence;;;;;;;;;;;;;
gtfo_BRZ_desc;We've had a good run, but it's time to end our rulership of Brazil: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHL_title;Grant Chile Independence;;;;;;;;;;;;;
gtfo_CHL_desc;We've had a good run, but it's time to end our rulership of Chile: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CLM_title;Grant Colombia Independence;;;;;;;;;;;;;
gtfo_CLM_desc;We've had a good run, but it's time to end our rulership of Colombia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ECU_title;Grant Ecuador Independence;;;;;;;;;;;;;
gtfo_ECU_desc;We've had a good run, but it's time to end our rulership of Ecuador: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PEU_title;Grant Peru Independence;;;;;;;;;;;;;
gtfo_PEU_desc;We've had a good run, but it's time to end our rulership of Peru: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PRG_title;Grant Paraguay Independence;;;;;;;;;;;;;
gtfo_PRG_desc;We've had a good run, but it's time to end our rulership of Paraguay: if you love something, let it go!;;;;;;;;;;;;;
gtfo_URU_title;Grant Uruguay Independence;;;;;;;;;;;;;
gtfo_URU_desc;We've had a good run, but it's time to end our rulership of Uruguay: if you love something, let it go!;;;;;;;;;;;;;
gtfo_VNZ_title;Grant Venezuela Independence;;;;;;;;;;;;;
gtfo_VNZ_desc;We've had a good run, but it's time to end our rulership of Venezuela: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AST_title;Grant Australia Independence;;;;;;;;;;;;;
gtfo_AST_desc;We've had a good run, but it's time to end our rulership of Australia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NZL_title;Grant New Zealand Independence;;;;;;;;;;;;;
gtfo_NZL_desc;We've had a good run, but it's time to end our rulership of New Zealand: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ENG_title;Grant United Kingdom Independence;;;;;;;;;;;;;
gtfo_ENG_desc;We've had a good run, but it's time to end our rulership of United Kingdom: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RUS_title;Grant Russia Independence;;;;;;;;;;;;;
gtfo_RUS_desc;We've had a good run, but it's time to end our rulership of Russia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FRA_title;Grant France Independence;;;;;;;;;;;;;
gtfo_FRA_desc;We've had a good run, but it's time to end our rulership of France: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PRU_title;Grant Prussia Independence;;;;;;;;;;;;;
gtfo_PRU_desc;We've had a good run, but it's time to end our rulership of Prussia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GER_title;Grant Germany Independence;;;;;;;;;;;;;
gtfo_GER_desc;We've had a good run, but it's time to end our rulership of Germany: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AUS_title;Grant Austria Independence;;;;;;;;;;;;;
gtfo_AUS_desc;We've had a good run, but it's time to end our rulership of Austria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_USA_title;Grant USA Independence;;;;;;;;;;;;;
gtfo_USA_desc;We've had a good run, but it's time to end our rulership of USA: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JAP_title;Grant Japan Independence;;;;;;;;;;;;;
gtfo_JAP_desc;We've had a good run, but it's time to end our rulership of Japan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ITA_title;Grant Italy Independence;;;;;;;;;;;;;
gtfo_ITA_desc;We've had a good run, but it's time to end our rulership of Italy: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KUK_title;Grant Austria-Hungary Independence;;;;;;;;;;;;;
gtfo_KUK_desc;We've had a good run, but it's time to end our rulership of Austria-Hungary: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ISR_title;Grant Israel Independence;;;;;;;;;;;;;
gtfo_ISR_desc;We've had a good run, but it's time to end our rulership of Israel: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ICL_title;Grant Iceland Independence;;;;;;;;;;;;;
gtfo_ICL_desc;We've had a good run, but it's time to end our rulership of Iceland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IBR_title;Grant Iberia Independence;;;;;;;;;;;;;
gtfo_IBR_desc;We've had a good run, but it's time to end our rulership of Iberia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BYZ_title;Grant Byzantium Independence;;;;;;;;;;;;;
gtfo_BYZ_desc;We've had a good run, but it's time to end our rulership of Byzantium: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAB_title;Grant Babylonia Independence;;;;;;;;;;;;;
gtfo_BAB_desc;We've had a good run, but it's time to end our rulership of Babylonia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TPG_title;Grant Taiping Independence;;;;;;;;;;;;;
gtfo_TPG_desc;We've had a good run, but it's time to end our rulership of Taiping: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D01_title;Grant D01 Independence;;;;;;;;;;;;;
gtfo_D01_desc;We've had a good run, but it's time to end our rulership of D01: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D02_title;Grant D02 Independence;;;;;;;;;;;;;
gtfo_D02_desc;We've had a good run, but it's time to end our rulership of D02: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D03_title;Grant D03 Independence;;;;;;;;;;;;;
gtfo_D03_desc;We've had a good run, but it's time to end our rulership of D03: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D04_title;Grant D04 Independence;;;;;;;;;;;;;
gtfo_D04_desc;We've had a good run, but it's time to end our rulership of D04: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D05_title;Grant D05 Independence;;;;;;;;;;;;;
gtfo_D05_desc;We've had a good run, but it's time to end our rulership of D05: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D06_title;Grant D06 Independence;;;;;;;;;;;;;
gtfo_D06_desc;We've had a good run, but it's time to end our rulership of D06: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D07_title;Grant D07 Independence;;;;;;;;;;;;;
gtfo_D07_desc;We've had a good run, but it's time to end our rulership of D07: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D08_title;Grant D08 Independence;;;;;;;;;;;;;
gtfo_D08_desc;We've had a good run, but it's time to end our rulership of D08: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D09_title;Grant D09 Independence;;;;;;;;;;;;;
gtfo_D09_desc;We've had a good run, but it's time to end our rulership of D09: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D10_title;Grant D10 Independence;;;;;;;;;;;;;
gtfo_D10_desc;We've had a good run, but it's time to end our rulership of D10: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D11_title;Grant D11 Independence;;;;;;;;;;;;;
gtfo_D11_desc;We've had a good run, but it's time to end our rulership of D11: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D12_title;Grant D12 Independence;;;;;;;;;;;;;
gtfo_D12_desc;We've had a good run, but it's time to end our rulership of D12: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D13_title;Grant D13 Independence;;;;;;;;;;;;;
gtfo_D13_desc;We've had a good run, but it's time to end our rulership of D13: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D14_title;Grant D14 Independence;;;;;;;;;;;;;
gtfo_D14_desc;We've had a good run, but it's time to end our rulership of D14: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D15_title;Grant D15 Independence;;;;;;;;;;;;;
gtfo_D15_desc;We've had a good run, but it's time to end our rulership of D15: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D16_title;Grant D16 Independence;;;;;;;;;;;;;
gtfo_D16_desc;We've had a good run, but it's time to end our rulership of D16: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D17_title;Grant D17 Independence;;;;;;;;;;;;;
gtfo_D17_desc;We've had a good run, but it's time to end our rulership of D17: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D18_title;Grant D18 Independence;;;;;;;;;;;;;
gtfo_D18_desc;We've had a good run, but it's time to end our rulership of D18: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D19_title;Grant D19 Independence;;;;;;;;;;;;;
gtfo_D19_desc;We've had a good run, but it's time to end our rulership of D19: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D20_title;Grant D20 Independence;;;;;;;;;;;;;
gtfo_D20_desc;We've had a good run, but it's time to end our rulership of D20: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D21_title;Grant D21 Independence;;;;;;;;;;;;;
gtfo_D21_desc;We've had a good run, but it's time to end our rulership of D21: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D22_title;Grant D22 Independence;;;;;;;;;;;;;
gtfo_D22_desc;We've had a good run, but it's time to end our rulership of D22: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D23_title;Grant D23 Independence;;;;;;;;;;;;;
gtfo_D23_desc;We've had a good run, but it's time to end our rulership of D23: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D24_title;Grant D24 Independence;;;;;;;;;;;;;
gtfo_D24_desc;We've had a good run, but it's time to end our rulership of D24: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D25_title;Grant D25 Independence;;;;;;;;;;;;;
gtfo_D25_desc;We've had a good run, but it's time to end our rulership of D25: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D26_title;Grant D26 Independence;;;;;;;;;;;;;
gtfo_D26_desc;We've had a good run, but it's time to end our rulership of D26: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D27_title;Grant D27 Independence;;;;;;;;;;;;;
gtfo_D27_desc;We've had a good run, but it's time to end our rulership of D27: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D28_title;Grant D28 Independence;;;;;;;;;;;;;
gtfo_D28_desc;We've had a good run, but it's time to end our rulership of D28: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D29_title;Grant D29 Independence;;;;;;;;;;;;;
gtfo_D29_desc;We've had a good run, but it's time to end our rulership of D29: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D30_title;Grant D30 Independence;;;;;;;;;;;;;
gtfo_D30_desc;We've had a good run, but it's time to end our rulership of D30: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D31_title;Grant D31 Independence;;;;;;;;;;;;;
gtfo_D31_desc;We've had a good run, but it's time to end our rulership of D31: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D32_title;Grant D32 Independence;;;;;;;;;;;;;
gtfo_D32_desc;We've had a good run, but it's time to end our rulership of D32: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D33_title;Grant D33 Independence;;;;;;;;;;;;;
gtfo_D33_desc;We've had a good run, but it's time to end our rulership of D33: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D34_title;Grant D34 Independence;;;;;;;;;;;;;
gtfo_D34_desc;We've had a good run, but it's time to end our rulership of D34: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D35_title;Grant D35 Independence;;;;;;;;;;;;;
gtfo_D35_desc;We've had a good run, but it's time to end our rulership of D35: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D36_title;Grant D36 Independence;;;;;;;;;;;;;
gtfo_D36_desc;We've had a good run, but it's time to end our rulership of D36: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D37_title;Grant D37 Independence;;;;;;;;;;;;;
gtfo_D37_desc;We've had a good run, but it's time to end our rulership of D37: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D38_title;Grant D38 Independence;;;;;;;;;;;;;
gtfo_D38_desc;We've had a good run, but it's time to end our rulership of D38: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D39_title;Grant D39 Independence;;;;;;;;;;;;;
gtfo_D39_desc;We've had a good run, but it's time to end our rulership of D39: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D40_title;Grant D40 Independence;;;;;;;;;;;;;
gtfo_D40_desc;We've had a good run, but it's time to end our rulership of D40: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D41_title;Grant D41 Independence;;;;;;;;;;;;;
gtfo_D41_desc;We've had a good run, but it's time to end our rulership of D41: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D42_title;Grant D42 Independence;;;;;;;;;;;;;
gtfo_D42_desc;We've had a good run, but it's time to end our rulership of D42: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D43_title;Grant D43 Independence;;;;;;;;;;;;;
gtfo_D43_desc;We've had a good run, but it's time to end our rulership of D43: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D44_title;Grant D44 Independence;;;;;;;;;;;;;
gtfo_D44_desc;We've had a good run, but it's time to end our rulership of D44: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D45_title;Grant D45 Independence;;;;;;;;;;;;;
gtfo_D45_desc;We've had a good run, but it's time to end our rulership of D45: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D46_title;Grant D46 Independence;;;;;;;;;;;;;
gtfo_D46_desc;We've had a good run, but it's time to end our rulership of D46: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D47_title;Grant D47 Independence;;;;;;;;;;;;;
gtfo_D47_desc;We've had a good run, but it's time to end our rulership of D47: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D48_title;Grant D48 Independence;;;;;;;;;;;;;
gtfo_D48_desc;We've had a good run, but it's time to end our rulership of D48: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D49_title;Grant D49 Independence;;;;;;;;;;;;;
gtfo_D49_desc;We've had a good run, but it's time to end our rulership of D49: if you love something, let it go!;;;;;;;;;;;;;
gtfo_D50_title;Grant D50 Independence;;;;;;;;;;;;;
gtfo_D50_desc;We've had a good run, but it's time to end our rulership of D50: if you love something, let it go!;;;;;;;;;;;;;
